Estado;Cidade;Serventia;Tipo de Certidao;Forma de Entrega;Valor
Pernanbuco;Itaquitinga;SERVENTIA REGISTRAL E NOTARIAL DE ITAQUITINGA;Certidão de Protesto;E-mail;100
Pernanbuco;Jaboatão dos Guararapes;1 SERVIÇO NOTARIAL DE JABOATAO DOS GUARARAPES;Certidão de Protesto;E-mail;100
Pernanbuco;Jaboatão dos Guararapes;2º SERVENTIA NOTARIAL DE JABOATÃO DOS GUARARAPES;Certidão de Protesto;E-mail;100
Pernanbuco;Jaboatão dos Guararapes;JABOATAO CARTORIO DO 1 OFICIO;Certidão de Protesto;E-mail;100
Pernanbuco;Jataúba;SERVENTIA NOTARIAL E REGISTRAL DE JATAUBA;Certidão de Protesto;E-mail;100
Pernanbuco;João Alfredo;SERVENTIA REGISTRAL E NOTARIAL DE JOÃO ALFREDO;Certidão de Protesto;E-mail;100
Pernanbuco;Joaquim Nabuco;SERVENTIA UNICA NOTARIAL E REGISTRAL DE JOAQUIM NABUCO;Certidão de Protesto;E-mail;100
Pernanbuco;Jucati;Serventia Registral e Notarial de Jucati;Certidão de Protesto;E-mail;100
Pernanbuco;Jupi;CARTORIO DE IMOVEIS JUPI;Certidão de Protesto;E-mail;100
Pernanbuco;Jurema;CARTÓRIO ÚNICO DA COMARCA DE JUREMA;Certidão de Protesto;E-mail;100
Pernanbuco;Lagoa de Itaenga;SERVENTIA REGISTRAL E NOTARIAL DE LAGOA DE ITAENGA;Certidão de Protesto;E-mail;100
Pernanbuco;Lagoa do Ouro;TABELIONATO DE NOTAS, PROTESTO E OFÍCIO DE REGISTROS PÚBLICOS;Certidão de Protesto;E-mail;100
Pernanbuco;Lagoa dos Gatos;SERVENTIA REGISTRAL E NOTARIAL DE LAGOA DOS GATOS;Certidão de Protesto;E-mail;100
Pernanbuco;Lagoa Grande;Serventia Registral e Notarial de Lagoa Grande;Certidão de Protesto;E-mail;100
Pernanbuco;Lajedo;Cartório Fernandes Barros - Único Ofício;Certidão de Protesto;E-mail;100
Pernanbuco;Limoeiro;2º TABELIONATO DE NOTAS E DE PROTESTOS DE TÍTULOS E OFÍCIO DE REG. DE TÍTULOS E DOCUMENTOS E PESSOAS JURÍDICAS;Certidão de Protesto;E-mail;100
Pernanbuco;Macaparana;SERVENTIA ÚNICA NOTARIAL E REGISTRAL;Certidão de Protesto;E-mail;100
Pernanbuco;Machados;SERVENTIA ÚNICA;Certidão de Protesto;E-mail;100
Pernanbuco;Maraial;SERVENTIA NOTARIAL E REGISTRAL DE MARAIAL;Certidão de Protesto;E-mail;100
Pernanbuco;Mirandiba;SERVENTIA NOTARIAL E REGISTRAL DE MIRANDIBA;Certidão de Protesto;E-mail;100
Pernanbuco;Moreilândia;SERVENTIA NOTARIAL E REGISTRAL DE MOREILÃNDIA;Certidão de Protesto;E-mail;100
Pernanbuco;Moreno;CARTORIO UNICO DE NOTAS E REGISTROS;Certidão de Protesto;E-mail;100
Pernanbuco;Nazaré da Mata;SERVICO UNICO DE REGISTRO DE IMOVEIS E ANEXOS DO MUNICIPIO DE NAZARE DA MATA;Certidão de Protesto;E-mail;100
Pernanbuco;Olinda;2 SERVENTIA NOTARIAL DE OLINDA;Certidão de Protesto;E-mail;100
Pernanbuco;Olinda;4 TABELIONATO DE PROTESTO DE OLINDA;Certidão de Protesto;E-mail;100
Pernanbuco;Orobó;SERVIÇO NOTARIAL E REGISTRAL DE OROBÓ;Certidão de Protesto;E-mail;100
Pernanbuco;Orocó;SERVENTIA REGISTRAL E NOTARIAL DE OROCÓ;Certidão de Protesto;E-mail;100
Pernanbuco;Ouricuri;CARTÓRIO DO SEGUNDO OFÍCIO;Certidão de Protesto;E-mail;100
Pernanbuco;Palmares;TABELIONATO DE NOTAS E PROTESTO DOS PALMARES;Certidão de Protesto;E-mail;100
Pernanbuco;Palmeirina;CARTÓRIO DO ÚNICO OFÍCIO;Certidão de Protesto;E-mail;100
Pernanbuco;Panelas;SERVENTIA REGISTRAL E NOTARIAL DE PANELAS;Certidão de Protesto;E-mail;100
Pernanbuco;Paranatama;Serventia Única Notarial e Registral de Paranatama;Certidão de Protesto;E-mail;100
Pernanbuco;Parnamirim;Serventia Registral e Notarial de Parnamirim;Certidão de Protesto;E-mail;100
Pernanbuco;Passira;CARTORIO UNICO DE PASSIRA;Certidão de Protesto;E-mail;100
