Estado;Cidade;Serventia;Tipo de Certidao;Forma de Entrega;Valor
Minas Gerais;Campestre;1º Tabelionato de Protesto de Títulos - Campestre;Certidão de Protesto;E-mail;100
Minas Gerais;Campina Verde;Tabelionato de Protesto de Títulos - Campina Verde;Certidão de Protesto;E-mail;100
Minas Gerais;Campo Belo;1º Tabelionato de Protesto de Titulos - Campo Belo;Certidão de Protesto;E-mail;100
Minas Gerais;Campos Altos;1º Tabelionato de Protesto de Títulos - Campos Altos;Certidão de Protesto;E-mail;100
Minas Gerais;Campos Gerais;1º Tabelionato de Protesto de Titulos - Campos Gerais;Certidão de Protesto;E-mail;100
Minas Gerais;Canápolis;Tabelionato de Protesto de Títulos e Documentos e Dívida - Canápolis;Certidão de Protesto;E-mail;100
Minas Gerais;Candeias;1º Tabelionato de Protesto de Titulos - Candeias;Certidão de Protesto;E-mail;100
Minas Gerais;Capelinha;1º Tabelionato de Protesto de Titulos - Capelinha;Certidão de Protesto;E-mail;100
Minas Gerais;Capinópolis;Cartório Rodrigo Mendes de Oliveira-Capinópolis;Certidão de Protesto;E-mail;100
Minas Gerais;Carandaí;1º Tabelionato de Protesto de Titulos - Carandai;Certidão de Protesto;E-mail;100
Minas Gerais;Carangola;Cartório Privativo de Protesto de Titulos de Carangola;Certidão de Protesto;E-mail;100
Minas Gerais;Caratinga;1º Tabelionato de Protesto de Titulos - Caratinga;Certidão de Protesto;E-mail;100
Minas Gerais;Carlos Chagas;Cartório do 1º Oficio de Notas e Protesto Comarca de Carlos Chagas;Certidão de Protesto;E-mail;100
Minas Gerais;Carmo da Mata;OFICIO DO 1 TABELIONATO DE NOTAS E DE PROTESTO DE TITULOS DA COMARCA DE CARMO DA MATA;Certidão de Protesto;E-mail;100
;Carmo de Minas;1º Tabelionato de Protesto e Títulos;Certidão de Protesto;E-mail;100
Minas Gerais;Carmo do Cajuru;1º Tabelionato de Protesto de Titulos - Carmo do Cajuru;Certidão de Protesto;E-mail;100
Minas Gerais;Carmo da Paranaíba;1º Tabelionato de Protesto de Titulos - Carmo do Paranaiba;Certidão de Protesto;E-mail;100
Minas Gerais;Carmo do Rio Claro;1º Tabelionato de Protesto de Titulos - Carmo do Rio Claro;Certidão de Protesto;E-mail;100
Minas Gerais;Carmópolis de Minas;Cartorio Luiz Angelo Paolinelli;Certidão de Protesto;E-mail;100
Minas Gerais;Cássia;2º OFICIO DE NOTAS E PROTESTOS DA COMARCA DE CÁSSIA;Certidão de Protesto;E-mail;100
Minas Gerais;Cataguases;Tabelionato de Protesto de Títulos de Cataguases;Certidão de Protesto;E-mail;100
Minas Gerais;Caxambu;Tabelionato de Protesto de Titulos - Caxambu;Certidão de Protesto;E-mail;100
Minas Gerais;Cláudio;1º Tabelionato de Protesto de Títulos - Cláudio;Certidão de Protesto;E-mail;100
Minas Gerais;Conceição das Alagoas;1º Tabelionato de Protesto de Titulos - Conceicao das Alagoas;Certidão de Protesto;E-mail;100
Minas Gerais;Conceição do Mato Dentro;Tabelionato de Protesto de Títulos de Conceição do Mato Dentro;Certidão de Protesto;E-mail;100
Minas Gerais;Conceição do Rio Verde;Ofício do Tabelionato de Protesto de Títulos de Conceição do Rio Verde;Certidão de Protesto;E-mail;100
Minas Gerais;Congonhas;Ofício do 1º Tabelionato de Protesto de Titulos e Outros Documentos de Dívidas- Congonhas;Certidão de Protesto;E-mail;100
Minas Gerais;Conquista;1º TABELIONATO DE NOTAS E TABELIONATO DE PROTESTO DE TÍTULO DA COMARCA DE CONQUISTA;Certidão de Protesto;E-mail;100
Minas Gerais;Conselheiro Lafaiete;Cartório de Protesto de Títulos e Documentos de Conselheiros Lafaiete;Certidão de Protesto;E-mail;100
Minas Gerais;Conselheiro Pena;1º Tabelionato de Protesto de Titulos - Conselheiro Pena;Certidão de Protesto;E-mail;100
Minas Gerais;Contagem;1º Tabelionato de Protesto de Titulos - Contagem;Certidão de Protesto;E-mail;100
Minas Gerais;Coração de Jesus;Cartório de Protestos Nossa Senhora de Fatima - Coração de Jesus;Certidão de Protesto;E-mail;100
Minas Gerais;Corinto;1º Tabelionato de Protesto de Titulos - Corinto;Certidão de Protesto;E-mail;100
Minas Gerais;Coromandel;Cartorio de Protesto de Titulos da comarca de Coromandel;Certidão de Protesto;E-mail;100
Minas Gerais;Coronel Fabriciano;1º Tabelionato de Protesto de Titulos - Coronel Fabriciano;Certidão de Protesto;E-mail;100
Minas Gerais;Cristina;1º Tabelionato de Protesto de Titulos - Cristina;Certidão de Protesto;E-mail;100
Minas Gerais;Cruzília;1º Tabelionato de Protesto de Titulos - Cruzilia;Certidão de Protesto;E-mail;100
Minas Gerais;Curvelo;1º Tabelionato de Protesto de Titulos - Curvelo;Certidão de Protesto;E-mail;100
Minas Gerais;Diamantina;1º Tabelionato de Protesto de Titulos - Diamantina;Certidão de Protesto;E-mail;100
Minas Gerais;Divino;1º Tabelionato de Protesto de Titulos - Divino;Certidão de Protesto;E-mail;100
Minas Gerais;Divinópolis;1º Tabelionato de Protesto de Titulos - Divinopolis;Certidão de Protesto;E-mail;100
Minas Gerais;Dores do Indaiá;1º TABELIONATO DE NOTAS E PROTESTO DE TÍTULOS DE DORES DO INDAIÁ;Certidão de Protesto;E-mail;100
Minas Gerais;Elói Mendes;CARTORIO DE PROTESTOS;Certidão de Protesto;E-mail;100
Minas Gerais;Entre Rios de Minas;2º Oficio de Notas e Protesto da Comarca de Entre Rios de Minas;Certidão de Protesto;E-mail;100
Minas Gerais;Ervália;1º Tabelionato de Notas e Protesto de Títulos de Ervália;Certidão de Protesto;E-mail;100
